fdcId,foodDescription,factorIndex,nutrientConversionFactor.type,nutrientConversionFactor.proteinValue,nutrientConversionFactor.fatValue,nutrientConversionFactor.carbohydrateValue,nutrientConversionFactor.value,nutrientConversionFactor.nitrogenValue
2727571,"Bison, ground, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2727572,"Beef, short loin (NY strip steak), raw",0,.ProteinConversionFactor,,,,6.25,
2727572,"Beef, short loin (NY strip steak), raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2727573,"Beef, tenderloin steak, raw",0,.ProteinConversionFactor,,,,6.25,
2727573,"Beef, tenderloin steak, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2727574,"Beef, top sirloin steak, raw",0,.ProteinConversionFactor,,,,6.25,
2727574,"Beef, top sirloin steak, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2727575,"Pork, chop, center cut, raw",0,.ProteinConversionFactor,,,,6.25,
2727575,"Pork, chop, center cut, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2727576,"Pork, belly, with skin, raw",0,.ProteinConversionFactor,,,,6.25,
2727576,"Pork, belly, with skin, raw",1,.CalorieConversionFactor,4.27,9.02,3.87,,6.25
2727577,"Pawpaw, peeled, seeded, raw",0,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2727577,"Pawpaw, peeled, seeded, raw",1,.ProteinConversionFactor,,,,6.25,
2727578,"Squash, pie pumpkin, peeled, seeded, raw",0,.ProteinConversionFactor,,,,6.25,
2727578,"Squash, pie pumpkin, peeled, seeded, raw",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2727579,"Squash, spaghetti, peeled, seeded, raw",0,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2727579,"Squash, spaghetti, peeled, seeded, raw",1,.ProteinConversionFactor,,,,6.25,
2727580,"Rutabaga, peeled, raw",0,.ProteinConversionFactor,,,,6.25,
2727580,"Rutabaga, peeled, raw",1,.CalorieConversionFactor,2.78,8.37,3.84,,6.25
2727581,"Blackberries, raw",0,.ProteinConversionFactor,,,,6.25,
2727581,"Blackberries, raw",1,.CalorieConversionFactor,3.36,8.37,3.6,,6.25
2727582,"Tomatillos, dehusked, raw",0,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2727582,"Tomatillos, dehusked, raw",1,.ProteinConversionFactor,,,,6.25,
2727583,"Cabbage, napa, leaf, destemmed, raw",0,.ProteinConversionFactor,,,,6.25,
2727583,"Cabbage, napa, leaf, destemmed, raw",1,.CalorieConversionFactor,2.44,8.37,3.7,,6.25
2727584,"Leeks, bulb and greens, root removed, raw",0,.ProteinConversionFactor,,,,6.25,
2727584,"Leeks, bulb and greens, root removed, raw",1,.CalorieConversionFactor,2.78,8.37,3.84,,6.25
2727585,"Green onion, (scallion), bulb and greens, root removed, raw",0,.ProteinConversionFactor,,,,6.25,
2727585,"Green onion, (scallion), bulb and greens, root removed, raw",1,.CalorieConversionFactor,2.44,8.37,3.57,,6.25
2727586,"Shallots, bulb, peeled, root removed, raw",0,.ProteinConversionFactor,,,,6.25,
2727586,"Shallots, bulb, peeled, root removed, raw",1,.CalorieConversionFactor,2.78,8.37,3.84,,6.25
2727587,"Juice, prune, shelf-stable",0,.CalorieConversionFactor,3.36,8.37,3.92,,6.25
2727587,"Juice, prune, shelf-stable",1,.ProteinConversionFactor,,,,6.25,
2727588,"Juice, pomegranate, from concentrate, shelf-stable",0,.ProteinConversionFactor,,,,6.25,
2727588,"Juice, pomegranate, from concentrate, shelf-stable",1,.CalorieConversionFactor,3.36,8.37,3.92,,6.25
2727589,"Juice, tart cherry, from concentrate, shelf-stable",0,.ProteinConversionFactor,,,,6.25,
2727589,"Juice, tart cherry, from concentrate, shelf-stable",1,.CalorieConversionFactor,3.36,8.37,3.92,,6.25
